"PID","Attention_Check","Score","Item","Trait","Order"
217,"8",3,"Amazon Alexa","good-intentions","7"
217,"8",7,"the predictive sentencing algorithm","trust","4"
217,"8",7,"the predictive sentencing algorithm","reliable","5"
217,"8",1,"the predictive sentencing algorithm","good-intentions","14"
217,"8",7,"the robot vacuum","trust","2"
217,"8",7,"the robot vacuum","reliable","1"
217,"8",3,"the robot vacuum","good-intentions","3"
217,"8",7,"the self-driving car","trust","16"
217,"8",7,"the self-driving car","reliable","9"
217,"8",1,"the self-driving car","good-intentions","6"
217,"8",7,"the Artificial Moral Advisor","trust","12"
217,"8",7,"the Artificial Moral Advisor","reliable","18"
217,"8",5,"the Artificial Moral Advisor","good-intentions","10"
218,"8",6,"the AI photo editing tool","trust","4"
218,"8",6,"the AI photo editing tool","reliable","18"
218,"8",2,"the AI photo editing tool","good-intentions","2"
218,"8",7,"Amazon Alexa","trust","11"
218,"8",7,"Amazon Alexa","reliable","1"
218,"8",4,"Amazon Alexa","good-intentions","13"
218,"8",4,"the autonomous killer drone","trust","14"
218,"8",6,"the autonomous killer drone","reliable","15"
218,"8",1,"the autonomous killer drone","good-intentions","3"
218,"8",7,"the predictive sentencing algorithm","trust","12"
218,"8",4,"the predictive sentencing algorithm","reliable","7"
218,"8",6,"the predictive sentencing algorithm","good-intentions","8"
218,"8",6,"Google's AI Overviews","trust","5"
218,"8",6,"Google's AI Overviews","reliable","9"
218,"8",7,"Google's AI Overviews","good-intentions","17"
218,"8",6,"the predictive policing algorithm","trust","16"
218,"8",5,"the predictive policing algorithm","reliable","6"
218,"8",6,"the predictive policing algorithm","good-intentions","10"
219,"8",6,"the smart watch","trust","10"
219,"8",7,"the smart watch","reliable","18"
219,"8",1,"the smart watch","good-intentions","4"
219,"8",6,"ChatGPT","trust","12"
219,"8",6,"ChatGPT","reliable","13"
219,"8",1,"ChatGPT","good-intentions","3"
219,"8",5,"DALL-E","trust","17"
219,"8",7,"DALL-E","reliable","1"
219,"8",1,"DALL-E","good-intentions","5"
219,"8",7,"the audio transcription AI","trust","6"
219,"8",7,"the audio transcription AI","reliable","9"
219,"8",1,"the audio transcription AI","good-intentions","7"
219,"8",7,"the predictive policing algorithm","trust","11"
219,"8",7,"the predictive policing algorithm","reliable","16"
219,"8",1,"the predictive policing algorithm","good-intentions","14"
219,"8",6,"Amazon Alexa","trust","15"
219,"8",7,"Amazon Alexa","reliable","8"
219,"8",1,"Amazon Alexa","good-intentions","2"
220,"8",3,"the Instagram filter","trust","6"
220,"8",5,"the Instagram filter","reliable","8"
220,"8",3,"the Instagram filter","good-intentions","1"
220,"8",5,"the robot vacuum","trust","9"
220,"8",6,"the robot vacuum","reliable","16"
220,"8",3,"the robot vacuum","good-intentions","18"
220,"8",5,"the spam filter","trust","4"
220,"8",6,"the spam filter","reliable","5"
220,"8",3,"the spam filter","good-intentions","17"
220,"8",1,"the autonomous killer drone","trust","12"
220,"8",4,"the autonomous killer drone","reliable","14"
220,"8",1,"the autonomous killer drone","good-intentions","2"
220,"8",5,"ChatGPT","trust","13"
220,"8",5,"ChatGPT","reliable","7"
220,"8",5,"ChatGPT","good-intentions","15"
220,"8",4,"DALL-E","trust","10"
220,"8",6,"DALL-E","reliable","11"
220,"8",5,"DALL-E","good-intentions","3"
221,"8",7,"Microsoft Copilot","trust","11"
221,"8",7,"Microsoft Copilot","reliable","12"
221,"8",5,"Microsoft Copilot","good-intentions","9"
221,"8",7,"Apple’s Siri","trust","3"
221,"8",7,"Apple’s Siri","reliable","8"
221,"8",5,"Apple’s Siri","good-intentions","15"
221,"8",7,"Amazon Alexa","trust","6"
221,"8",7,"Amazon Alexa","reliable","13"
221,"8",5,"Amazon Alexa","good-intentions","2"
221,"8",7,"the spam filter","trust","14"
221,"8",7,"the spam filter","reliable","10"
221,"8",2,"the spam filter","good-intentions","18"
221,"8",7,"the self-driving car","trust","7"
221,"8",7,"the self-driving car","reliable","1"
221,"8",4,"the self-driving car","good-intentions","17"
221,"8",6,"the autonomous killer drone","trust","4"
221,"8",7,"the autonomous killer drone","reliable","16"
221,"8",3,"the autonomous killer drone","good-intentions","5"
222,"8",7,"the Instagram filter","trust","15"
222,"8",6,"the Instagram filter","reliable","1"
222,"8",4,"the Instagram filter","good-intentions","6"
222,"8",7,"Google's AI Overviews","trust","13"
222,"8",5,"Google's AI Overviews","reliable","10"
222,"8",4,"Google's AI Overviews","good-intentions","3"
222,"8",7,"the Artificial Moral Advisor","trust","8"
222,"8",6,"the Artificial Moral Advisor","reliable","5"
222,"8",4,"the Artificial Moral Advisor","good-intentions","17"
222,"8",7,"Apple’s Siri","trust","2"
222,"8",6,"Apple’s Siri","reliable","4"
222,"8",4,"Apple’s Siri","good-intentions","14"
222,"8",7,"the audio transcription AI","trust","12"
222,"8",5,"the audio transcription AI","reliable","7"
222,"8",5,"the audio transcription AI","good-intentions","18"
222,"8",7,"the factory robot","trust","16"
222,"8",4,"the factory robot","reliable","11"
222,"8",4,"the factory robot","good-intentions","9"
223,"8",7,"the factory robot","trust","10"
223,"8",7,"the factory robot","reliable","14"
223,"8",1,"the factory robot","good-intentions","13"
223,"8",7,"the spam filter","trust","9"
223,"8",7,"the spam filter","reliable","3"
223,"8",1,"the spam filter","good-intentions","17"
223,"8",7,"the AI therapist","trust","8"
223,"8",6,"the AI therapist","reliable","18"
223,"8",2,"the AI therapist","good-intentions","5"
223,"8",7,"the predictive sentencing algorithm","trust","6"
223,"8",7,"the predictive sentencing algorithm","reliable","7"
223,"8",1,"the predictive sentencing algorithm","good-intentions","4"
223,"8",7,"the Artificial Moral Advisor","trust","11"
223,"8",6,"the Artificial Moral Advisor","reliable","16"
223,"8",2,"the Artificial Moral Advisor","good-intentions","12"
223,"8",7,"the AI photo editing tool","trust","1"
223,"8",7,"the AI photo editing tool","reliable","2"
223,"8",1,"the AI photo editing tool","good-intentions","15"
224,"8",7,"Apple’s Siri","trust","8"
224,"8",7,"Apple’s Siri","reliable","14"
224,"8",5,"Apple’s Siri","good-intentions","18"
224,"8",7,"the factory robot","trust","11"
224,"8",7,"the factory robot","reliable","2"
224,"8",5,"the factory robot","good-intentions","16"
224,"8",7,"Amazon Alexa","trust","9"
224,"8",7,"Amazon Alexa","reliable","10"
224,"8",5,"Amazon Alexa","good-intentions","7"
224,"8",7,"the robot vacuum","trust","17"
224,"8",7,"the robot vacuum","reliable","4"
224,"8",5,"the robot vacuum","good-intentions","15"
224,"8",7,"Microsoft Copilot","trust","3"
224,"8",7,"Microsoft Copilot","reliable","13"
224,"8",5,"Microsoft Copilot","good-intentions","6"
224,"8",7,"the predictive sentencing algorithm","trust","5"
224,"8",7,"the predictive sentencing algorithm","reliable","1"
224,"8",5,"the predictive sentencing algorithm","good-intentions","12"
225,"8",6,"the audio transcription AI","trust","18"
225,"8",6,"the audio transcription AI","reliable","8"
225,"8",4,"the audio transcription AI","good-intentions","14"
225,"8",5,"the Artificial Moral Advisor","trust","7"
225,"8",4,"the Artificial Moral Advisor","reliable","9"
225,"8",7,"the Artificial Moral Advisor","good-intentions","2"
225,"8",6,"the predictive sentencing algorithm","trust","16"
225,"8",4,"the predictive sentencing algorithm","reliable","5"
225,"8",7,"the predictive sentencing algorithm","good-intentions","10"
225,"8",6,"Google's AI Overviews","trust","15"
225,"8",5,"Google's AI Overviews","reliable","1"
225,"8",5,"Google's AI Overviews","good-intentions","6"
225,"8",4,"the AI therapist","trust","4"
225,"8",4,"the AI therapist","reliable","3"
225,"8",7,"the AI therapist","good-intentions","17"
225,"8",5,"the AI photo editing tool","trust","11"
225,"8",5,"the AI photo editing tool","reliable","12"
225,"8",5,"the AI photo editing tool","good-intentions","13"
226,"8",4,"the Instagram filter","trust","12"
226,"8",5,"the Instagram filter","reliable","9"
226,"8",4,"the Instagram filter","good-intentions","18"
226,"8",4,"the robot vacuum","trust","13"
226,"8",5,"the robot vacuum","reliable","5"
226,"8",3,"the robot vacuum","good-intentions","7"
226,"8",5,"the smart watch","trust","16"
226,"8",6,"the smart watch","reliable","6"
226,"8",3,"the smart watch","good-intentions","17"
226,"8",5,"Amazon Alexa","trust","14"
226,"8",4,"Amazon Alexa","reliable","10"
226,"8",4,"Amazon Alexa","good-intentions","8"
226,"8",6,"ChatGPT","trust","4"
226,"8",5,"ChatGPT","reliable","11"
226,"8",4,"ChatGPT","good-intentions","15"
226,"8",5,"the factory robot","trust","1"
226,"8",6,"the factory robot","reliable","2"
226,"8",4,"the factory robot","good-intentions","3"
227,"8",6,"Amazon Alexa","trust","5"
227,"8",7,"Amazon Alexa","reliable","12"
227,"8",5,"Amazon Alexa","good-intentions","4"
227,"8",6,"the self-driving car","trust","8"
227,"8",7,"the self-driving car","reliable","7"
227,"8",3,"the self-driving car","good-intentions","17"
227,"8",6,"the factory robot","trust","11"
227,"8",7,"the factory robot","reliable","14"
227,"8",3,"the factory robot","good-intentions","6"
227,"8",6,"the Artificial Moral Advisor","trust","15"
227,"8",7,"the Artificial Moral Advisor","reliable","9"
227,"8",7,"the Artificial Moral Advisor","good-intentions","1"
227,"8",6,"the predictive sentencing algorithm","trust","2"
227,"8",7,"the predictive sentencing algorithm","reliable","16"
227,"8",5,"the predictive sentencing algorithm","good-intentions","3"
227,"8",7,"Apple’s Siri","trust","18"
227,"8",7,"Apple’s Siri","reliable","13"
227,"8",5,"Apple’s Siri","good-intentions","10"
228,"8",4,"the smart watch","trust","6"
228,"8",6,"the smart watch","reliable","4"
228,"8",2,"the smart watch","good-intentions","2"
228,"8",5,"the AI therapist","trust","10"
228,"8",5,"the AI therapist","reliable","13"
228,"8",5,"the AI therapist","good-intentions","11"
228,"8",6,"ChatGPT","trust","14"
228,"8",6,"ChatGPT","reliable","1"
228,"8",4,"ChatGPT","good-intentions","16"
228,"8",4,"DALL-E","trust","15"
228,"8",5,"DALL-E","reliable","7"
228,"8",4,"DALL-E","good-intentions","17"
228,"8",5,"the predictive policing algorithm","trust","8"
228,"8",6,"the predictive policing algorithm","reliable","5"
228,"8",5,"the predictive policing algorithm","good-intentions","12"
228,"8",5,"the factory robot","trust","9"
228,"8",6,"the factory robot","reliable","3"
228,"8",3,"the factory robot","good-intentions","18"
229,"8",7,"the AI photo editing tool","trust","13"
229,"8",7,"the AI photo editing tool","reliable","14"
229,"8",1,"the AI photo editing tool","good-intentions","16"
229,"8",7,"the spam filter","trust","8"
229,"8",7,"the spam filter","reliable","6"
229,"8",1,"the spam filter","good-intentions","2"
229,"8",6,"ChatGPT","trust","5"
229,"8",7,"ChatGPT","reliable","3"
229,"8",2,"ChatGPT","good-intentions","12"
229,"8",7,"the self-driving car","trust","11"
229,"8",7,"the self-driving car","reliable","15"
229,"8",1,"the self-driving car","good-intentions","10"
229,"8",7,"the AI therapist","trust","18"
229,"8",6,"the AI therapist","reliable","1"
229,"8",2,"the AI therapist","good-intentions","7"
229,"8",7,"Amazon Alexa","trust","17"
229,"8",7,"Amazon Alexa","reliable","9"
229,"8",1,"Amazon Alexa","good-intentions","4"
230,"8",7,"the AI therapist","trust","13"
230,"8",7,"the AI therapist","reliable","5"
230,"8",1,"the AI therapist","good-intentions","17"
230,"8",7,"ChatGPT","trust","18"
230,"8",7,"ChatGPT","reliable","14"
230,"8",1,"ChatGPT","good-intentions","15"
230,"8",7,"Microsoft Copilot","trust","1"
230,"8",7,"Microsoft Copilot","reliable","7"
230,"8",1,"Microsoft Copilot","good-intentions","2"
230,"8",7,"the predictive sentencing algorithm","trust","6"
230,"8",7,"the predictive sentencing algorithm","reliable","4"
230,"8",1,"the predictive sentencing algorithm","good-intentions","12"
230,"8",7,"Google's AI Overviews","trust","16"
230,"8",7,"Google's AI Overviews","reliable","11"
230,"8",1,"Google's AI Overviews","good-intentions","9"
230,"8",7,"the predictive policing algorithm","trust","10"
230,"8",7,"the predictive policing algorithm","reliable","3"
230,"8",1,"the predictive policing algorithm","good-intentions","8"
231,"8",7,"the Artificial Moral Advisor","trust","4"
231,"8",7,"the Artificial Moral Advisor","reliable","7"
231,"8",6,"the Artificial Moral Advisor","good-intentions","2"
231,"8",7,"the autonomous killer drone","trust","10"
231,"8",7,"the autonomous killer drone","reliable","12"
231,"8",2,"the autonomous killer drone","good-intentions","8"
231,"8",7,"the predictive policing algorithm","trust","18"
231,"8",7,"the predictive policing algorithm","reliable","13"
231,"8",4,"the predictive policing algorithm","good-intentions","9"
231,"8",7,"the predictive sentencing algorithm","trust","6"
231,"8",7,"the predictive sentencing algorithm","reliable","16"
231,"8",4,"the predictive sentencing algorithm","good-intentions","15"
231,"8",7,"ChatGPT","trust","5"
231,"8",7,"ChatGPT","reliable","1"
231,"8",5,"ChatGPT","good-intentions","3"
231,"8",7,"the smart watch","trust","14"
231,"8",7,"the smart watch","reliable","11"
231,"8",4,"the smart watch","good-intentions","17"
232,"4",6,"the self-driving car","trust","10"
232,"4",7,"the self-driving car","reliable","15"
232,"4",1,"the self-driving car","good-intentions","8"
232,"4",4,"the autonomous killer drone","trust","18"
232,"4",7,"the autonomous killer drone","reliable","6"
232,"4",1,"the autonomous killer drone","good-intentions","12"
232,"4",6,"DALL-E","trust","9"
232,"4",6,"DALL-E","reliable","3"
232,"4",2,"DALL-E","good-intentions","5"
232,"4",6,"the AI photo editing tool","trust","2"
232,"4",7,"the AI photo editing tool","reliable","4"
232,"4",1,"the AI photo editing tool","good-intentions","14"
232,"4",2,"the Instagram filter","trust","11"
232,"4",7,"the Instagram filter","reliable","16"
232,"4",1,"the Instagram filter","good-intentions","13"
232,"4",7,"the factory robot","trust","17"
232,"4",7,"the factory robot","reliable","1"
232,"4",1,"the factory robot","good-intentions","7"
233,"8",6,"Amazon Alexa","trust","3"
233,"8",6,"Amazon Alexa","reliable","11"
233,"8",2,"Amazon Alexa","good-intentions","7"
233,"8",2,"the Instagram filter","trust","16"
233,"8",2,"the Instagram filter","reliable","9"
233,"8",1,"the Instagram filter","good-intentions","8"
233,"8",3,"the autonomous killer drone","trust","6"
233,"8",5,"the autonomous killer drone","reliable","10"
233,"8",3,"the autonomous killer drone","good-intentions","5"
233,"8",2,"Microsoft Copilot","trust","13"
233,"8",6,"Microsoft Copilot","reliable","12"
233,"8",2,"Microsoft Copilot","good-intentions","4"
233,"8",3,"ChatGPT","trust","17"
233,"8",6,"ChatGPT","reliable","1"
233,"8",3,"ChatGPT","good-intentions","18"
233,"8",2,"the robot vacuum","trust","14"
233,"8",6,"the robot vacuum","reliable","15"
233,"8",2,"the robot vacuum","good-intentions","2"
234,"8",6,"the AI photo editing tool","trust","15"
234,"8",7,"the AI photo editing tool","reliable","12"
234,"8",1,"the AI photo editing tool","good-intentions","8"
234,"8",6,"Amazon Alexa","trust","16"
234,"8",7,"Amazon Alexa","reliable","11"
234,"8",1,"Amazon Alexa","good-intentions","17"
234,"8",6,"Apple’s Siri","trust","18"
234,"8",7,"Apple’s Siri","reliable","4"
234,"8",1,"Apple’s Siri","good-intentions","5"
234,"8",6,"the self-driving car","trust","13"
234,"8",7,"the self-driving car","reliable","10"
234,"8",1,"the self-driving car","good-intentions","6"
234,"8",5,"the smart watch","trust","1"
234,"8",7,"the smart watch","reliable","7"
234,"8",1,"the smart watch","good-intentions","2"
234,"8",6,"the robot vacuum","trust","14"
234,"8",7,"the robot vacuum","reliable","3"
234,"8",1,"the robot vacuum","good-intentions","9"
235,"8",7,"Microsoft Copilot","trust","14"
235,"8",7,"Microsoft Copilot","reliable","16"
235,"8",6,"Microsoft Copilot","good-intentions","8"
235,"8",7,"Google's AI Overviews","trust","9"
235,"8",7,"Google's AI Overviews","reliable","15"
235,"8",6,"Google's AI Overviews","good-intentions","5"
235,"8",7,"the self-driving car","trust","17"
235,"8",7,"the self-driving car","reliable","11"
235,"8",5,"the self-driving car","good-intentions","13"
235,"8",7,"the Artificial Moral Advisor","trust","4"
235,"8",7,"the Artificial Moral Advisor","reliable","10"
235,"8",6,"the Artificial Moral Advisor","good-intentions","6"
235,"8",4,"the Instagram filter","trust","12"
235,"8",6,"the Instagram filter","reliable","1"
235,"8",4,"the Instagram filter","good-intentions","18"
235,"8",5,"the autonomous killer drone","trust","7"
235,"8",6,"the autonomous killer drone","reliable","3"
235,"8",4,"the autonomous killer drone","good-intentions","2"
